0.999749407161462,4
0.705860948125065,2
-0.327238641423369,2
-0.63960702580301,2
0.486648827848303,2
-2.24708309396649,1
0.590052784755102,2
-0.533580749247023,1
-0.100888472686712,3
-0.981505016606164,2
-0.184576562799489,2
1.58821989906067,2
0.224518514678087,2
0.146729205865986,1
-0.463453212194755,3
0.90649252430187,3
-0.785011356451164,2
-0.649443147917964,1
1.33451028492616,3
0.620037036381767,3
0.74635960839557,2
0.956879920820595,1
-0.867002990084607,1
-1.61956207606038,2
-1.39844251176482,2
1.79726205719217,3
-0.361574389273273,2
0.58593507051578,2
0.804777288829966,3
-0.591096193376013,1
0.545246973955434,2
1.95181810830021,2
2.40769632541576,4
1.27557437267171,2
0.0180682289707695,2
0.532585574691575,2
0.0546217883307722,3
-1.47576944067929,2
1.78121910616238,3
-0.161576590344932,2
1.32207892438207,3
-2.66999924110601,1
-0.924235634594066,2
0.617749803958881,2
0.805795256303694,2
1.05191672557694,2
-1.29384747899689,2
0.689465396914359,3
0.423788063828108,2
-1.73888580612222,1
-0.726514696565602,2
1.59816097889281,2
0.171777935942740,2
0.344019444946591,2
-0.463390380768791,3
0.364949789653092,2
0.504196988732227,2
0.706382214491901,2
2.011494650419,2
-2.88884086585378,1
-0.0731761123909806,2
-1.43281531346623,2
0.784126270061115,3
1.83826483244145,4
-0.557169808017316,2
-2.04414650022564,1
0.805285080753101,2
1.47176348410645,2
0.110084811398911,1
-1.55991766098970,1
0.688692184027366,4
-1.12579982196373,1
-1.31658898830715,1
2.40968758626663,3
1.48537302589567,3
0.90178514351662,2
1.07446819569559,3
-1.06454206047785,1
0.606448818142487,3
0.915002311259437,2
0.409682996435632,2
1.13447770812206,3
-0.533802078221099,2
2.80747584190520,4
0.715312139372203,2
1.70887752810346,2
0.647504355497064,2
-0.913586826364335,1
0.911859199799953,4
0.636320824773409,2
-1.05633323134811,2
-1.06565437806302,1
1.74864778956813,2
0.0324832285257576,3
-0.776633899986105,2
0.976124692376414,3
-0.494260961211041,2
1.85007286203249,2
-0.695018375959926,2
-0.638506047755321,2
0.51344324290715,3
-0.999059756704171,2
0.93134319791697,4
-1.45956452864212,1
0.551413759314375,4
-0.167935003981301,3
-0.187233616270788,2
1.90985212037855,4
-0.883436427135399,1
-0.0739097754262629,1
-1.33195990286373,2
-1.63057531713083,1
1.19687324801625,2
1.18156165863371,2
-0.411650500005503,1
-0.237683268886277,3
-0.159198497226909,2
0.808849516037704,3
2.25512985620502,3
-0.169344728026484,2
1.08912064919164,1
1.13448621903441,2
0.367405599557917,2
1.71515169180366,3
-0.00514353452659466,3
-0.79111878926132,3
-1.58568249329186,2
1.28849883109021,3
-1.88192669614048,2
-0.752561428401038,3
1.69406248234422,3
0.86080577748057,2
-0.105376900748037,1
-1.00296607317708,2
2.54275725792409,3
-0.916730609533098,2
-1.34948250380187,1
0.891577727333077,3
-0.295150176643734,1
-0.776229187439994,1
-1.67069850676018,1
-1.22317069141633,2
-1.01467166700363,1
-1.01807670891108,3
0.183891467467766,3
0.918597271964685,4
-1.4964079443337,2
0.83737924447158,2
1.23435646325931,4
0.417624847084505,3
-1.59620203833006,2
