-1.37,-1.44,1
-1.05,0.21,1
-1.69,-0.64,1
0.24,-0.92,1
0.59,-1.16,1
-3.44,-1.83,1
-0.41,-1.28,1
-0.14,0.69,1
0.14,-2.32,1
-0.87,0.38,1
-2,-1.54,1
-1.64,-0.9,1
0.58,-1.79,1
-0.03,-0.96,1
0.38,-1.35,1
-1.53,-1.4,1
-0.42,-1.76,1
-2.07,-1.25,1
0.72,-1.02,1
-0.29,-1.99,1
0.49,-1.42,1
-1.23,-0.32,1
-0.94,-0.35,1
-2.63,-1.13,1
-2.15,-0.31,1
0.5,-0.7,1
0.5,-2.31,1
-2.59,0.72,1
0.28,0.87,1
-2.01,-1.23,1
-2.4,0.87,1
-1.82,0,1
-0.51,-2.45,1
-1.29,-2.68,1
1.05,-1.94,1
-1.54,-1.31,1
-0.79,-0.38,1
0.14,-1.68,1
-0.35,0.26,1
0.11,-3.36,1
-0.32,-2.39,1
-2.43,-0.81,1
-1.85,-1.56,1
0.01,-2.4,1
-2.8,-0.25,1
-0.76,-1.61,1
-0.45,0.14,1
-0.33,-0.5,1
-1.54,-1.1,1
-1.24,-0.67,1
-0.67,-0.4,1
-2.96,0.06,1
-1.17,-2.52,1
-1.28,-1.62,1
-2.27,-1.2,1
-2.29,-1.9,1
0.09,-1.79,1
-1.45,-1.1,1
-4.51,-0.7,1
-0.26,1.36,1
-0.87,0.15,1
-1,0.45,1
2.09,-1.23,1
0.23,-1.67,1
0,0.18,1
-2.1,-1.34,1
0.08,-0.94,1
-0.66,-1,1
-0.31,-1.5,1
0.05,-1.74,1
-2.36,-2.05,1
-0.94,-0.51,1
-0.45,-2.46,1
-1.37,-2.3,1
-1.16,-1.19,1
-1.44,-1.47,1
-1.61,-2.84,1
-0.18,-0.65,1
-1.06,-1.01,1
-1.37,-0.91,1
-0.49,-1.07,1
-0.56,-1.04,1
-2.23,-2.84,1
-2.46,-0.39,1
-1.21,-0.7,1
-0.15,-1.07,1
-1.92,-0.12,1
0.11,-1.23,1
-1.18,-0.29,1
-0.28,-0.97,1
-3.1,-1.72,1
-1.17,-2.79,1
-0.29,-0.99,1
-1.44,-1.83,1
-0.59,-0.16,1
-1.01,-0.79,1
-2.22,-2.1,1
-1.17,-2.05,1
-2.59,-0.93,1
0.14,-1.91,1
-3.02,-1.48,1
-0.68,-2.76,1
-1.73,-0.77,1
-1.29,-0.56,1
-2.41,0.11,1
1.07,-1.73,1
-0.18,-2.1,1
-0.69,1.69,1
-1.81,-2.75,1
-0.19,-1.43,1
0.16,-1.03,1
0.48,-0.81,1
-0.6,-1.28,1
-1.66,-1.75,1
-1.6,-0.05,1
0.47,-0.68,1
-0.17,-0.97,1
-0.66,-0.24,1
-0.63,-0.43,1
-1.46,-1.09,1
-1.68,-3.38,1
-1.28,-1.93,1
0.09,-1.98,1
-0.91,-1.62,1
0.69,1.43,1
-0.2,-1.59,1
-0.85,-2.23,1
-0.72,-1.78,1
-2.55,-0.81,1
-1.98,-2,1
-1.48,-0.62,1
-1.45,-0.63,1
-0.41,-2.2,1
-2.9,-1.01,1
-0.78,-1.21,1
-0.39,-1.29,1
-2.76,-1.55,1
-1.28,-1.1,1
0.52,-1.16,1
1.56,-2.81,1
-1.25,-0.77,1
-1.22,-1.27,1
-2.25,0.15,1
-2.17,-1.28,1
-2,-0.89,1
-1.86,-0.22,1
-1.31,-0.58,1
-1.3,-2,1
-0.66,-0.11,1
-1.53,-1.33,1
-1.74,-1.02,1
-1.13,-3.01,1
-1.9,0.62,1
0.33,-0.41,1
-0.27,-0.9,1
-1.15,-1.2,1
-0.65,-0.08,1
-0.76,-2.26,1
-0.36,0.47,1
-1.14,-1.01,1
-0.53,-1.87,1
-0.81,-3.04,1
-0.9,-1.6,1
-0.73,-2.26,1
-1.51,-1.52,1
-0.52,-1.27,1
-0.73,0.68,1
-0.62,0.11,1
-0.46,-1.05,1
-1.69,-1.57,1
0.1,-0.06,1
-0.76,-1.63,1
-0.59,0.17,1
-2.07,-0.13,1
-1.67,-2.21,1
0.73,-2.02,1
0.39,-2.1,1
0.32,-2.95,1
-1.91,1.04,1
-0.77,-1.15,1
-2.26,0.66,1
-1.29,-1.2,1
-0.71,-2.89,1
0.75,-0.5,1
-0.01,-3.21,1
-0.58,-0.72,1
-2.37,-0.71,1
0.99,-0.32,1
-1.63,-2.14,1
-0.97,-1.08,1
-0.38,1.04,1
-1.48,-2.2,1
-1.51,-1.91,1
-0.79,-0.47,1
-2.02,-0.69,1
0.62,-0.21,1
0.03,-1.14,1
-2.88,-0.86,1
-0.63,-2.79,1
-0.7,-0.78,1
-0.34,0.81,1
0.42,0.23,1
-1.02,-3.41,1
-1.64,-2.77,1
-0.25,-2.63,1
-0.54,-2.11,1
0.22,-1.61,1
-1.56,-0.85,1
-2.19,-0.26,1
-0.8,-2.34,1
-0.74,-0.93,1
-1.41,-1.48,1
-2.15,1.89,1
-2.62,-2.08,1
-0.62,-1.48,1
0.08,-0.57,1
-1.5,-1.09,1
-1.34,-1.77,1
-1.72,-1.52,1
-1.25,-1.03,1
-0.89,0.1,1
-1.1,-1.14,1
-0.78,-1.95,1
-0.11,-1.86,1
-1.65,-0.02,1
-1.11,-2.03,1
-3.31,-1.27,1
0.31,-0.75,1
-1.55,-1.7,1
-0.72,-0.55,1
-3.15,-0.85,1
-1.19,-2.41,1
-1.42,-1.03,1
-1.47,-1.43,1
-0.69,-1.32,1
-2.42,0.81,1
-1.35,-1.81,1
-0.07,0.38,1
0.63,-1.29,1
-0.52,-2.06,1
0.63,-1.87,1
-0.92,-0.5,1
-1.31,-1.31,1
1.12,-2.29,1
-1.28,-1.76,1
0.94,-1.21,1
-0.76,-2.23,1
0.53,-2.18,1
-1.57,-0.52,1
-1.59,-0.05,1
-1.53,-1.43,1
-2.14,-1.81,1
-1.9,-2.44,1
-0.8,0.73,1
0.66,-1.67,1
-1.87,-0.25,1
-2.17,-0.01,1
-0.1,-2.35,1
-1.16,-1.81,1
-1.03,-0.97,1
-2.28,-2.95,1
-0.49,-0.61,1
-2.21,-0.9,1
-2.08,-0.19,1
0.32,-1.3,1
-0.76,-2.68,1
-0.96,-1.31,1
-1.41,-0.35,1
0.71,0,1
-0.41,-0.46,1
-1.56,-2.69,1
-1.27,-0.93,1
-0.74,-1.03,1
-0.61,-0.88,1
-1.09,0.19,1
-2.02,-0.55,1
-0.19,-1.88,1
-3.02,0.03,1
-1.36,0.26,1
-0.88,-0.27,1
-0.71,-1.45,1
0.22,-0.14,1
-3.02,-0.86,1
1.21,0.08,1
-1.06,-0.61,1
-0.17,-0.26,1
-0.28,0.23,1
-0.31,-1.25,1
-1.1,-1.48,1
-0.08,-3.61,1
-0.7,1.22,1
-2.37,-0.47,1
-0.12,-0.51,1
-2.04,0.26,1
-1.35,-2.68,1
-2.14,-0.5,1
-0.57,0.15,1
-2.56,-2.22,1
-2.89,-0.79,1
0.14,0.31,1
-1.59,-1.08,1
-0.72,-0.5,1
-1.88,-0.75,1
-0.74,-0.65,1
-1.2,-1.95,1
-0.32,-1.75,1
-0.56,-2.8,1
-0.36,-2.79,1
0.24,-2.83,1
-1.2,-1.12,1
-0.72,-2.71,1
-0.8,-1.44,1
