95.21,1
76.42,1
103.28,1
107.49,1
87.44,1
123.14,1
117.08,1
115.56,1
109.71,1
90.89,1
101.28,1
123.2,1
88.22,1
99.37,1
95.11,1
85.72,1
105.03,1
68.65,1
87.46,1
95.49,1
78.6,1
95.62,1
101.43,1
93.08,1
71.64,1
120.28,1
75.98,1
96.87,1
105.71,1
107.29,1
93.19,1
86.57,1
126.59,1
101.95,1
107.33,1
82.04,1
122.16,1
104.43,1
79.14,1
98.18,1
113.26,1
133.15,1
98.49,1
89.14,1
108.48,1
92.03,1
87.77,1
92.49,1
102.94,1
125.87,1
101.6,1
101.22,1
84.76,1
85.93,1
90.7,1
130.35,1
97.23,1
129.55,1
98.53,1
110.42,1
97.94,1
105.26,1
98.42,1
93.61,1
89.98,1
129.77,1
106.5,1
91.67,1
113.6,1
110.48,1
112.79,1
103.42,1
102.61,1
88.02,1
104.57,1
115.79,1
109.57,1
106.94,1
77.55,1
95.79,1
95.74,1
92.22,1
101.16,1
112.03,1
96.48,1
73.78,1
93.25,1
106.41,1
110.16,1
112.09,1
82.83,1
113.36,1
95.95,1
92.53,1
91.62,1
93.32,1
99.88,1
111.06,1
110.18,1
123.54,1
118.4,1
104.3,1
116.6,1
80.09,1
77.41,1
87.81,1
85.44,1
76,1
95.2,1
99.62,1
114.26,1
83.46,1
114.6,1
93.24,1
104.83,1
84.68,1
134.91,1
91.31,1
99.84,1
89.21,1
113.9,1
86.56,1
97.01,1
124.01,1
109.9,1
123.96,1
107.59,1
130.43,1
123.31,1
83.77,1
114.98,1
108.23,1
97.02,1
110.08,1
93.79,1
101.01,1
83.08,1
85.24,1
96.43,1
91.22,1
108.94,1
85.73,1
118.09,1
135.74,1
101.7,1
121.96,1
107.47,1
84.11,1
106.68,1
107.95,1
117.64,1
110.26,1
73.63,1
111.38,1
117.8,1
100.97,1
107.15,1
105.9,1
102.5,1
110.96,1
87.75,1
90.62,1
100.23,1
118.24,1
72.46,1
91.09,1
95.45,1
118.37,1
92.12,1
112.76,1
119.01,1
109.05,1
95.96,1
100.66,1
109.23,1
89.48,1
112.71,1
105.09,1
72.48,1
89.42,1
101.29,1
114.02,1
81.87,1
122.35,1
101.55,1
104.26,1
65.39,1
101.69,1
87.42,1
113.62,1
94.68,1
106.48,1
96.9,1
94.53,1
108.08,1
106.11,1
84.16,1
106.72,1
104.45,1
91.86,1
106.61,1
100.13,1
97.62,1
108.3,1
104.81,1
127.23,1
97.7,1
67.32,1
81.3,1
82.48,1
65.05,1
117.46,1
99.63,1
89.82,1
74.78,1
90.84,1
102.95,1
66.32,1
95.86,1
98.53,1
97.18,1
108.76,1
139.16,1
90.32,1
121.79,1
89.7,1
81.42,1
99.2,1
106.56,1
82.18,1
104.13,1
86.53,1
124.36,1
123.77,1
96.87,1
106.93,1
97.32,1
100.57,1
85.88,1
98.53,1
113.54,1
88.01,1
114.32,1
115.38,1
87.26,1
93.41,1
72.95,1
89.07,1
101.39,1
71.59,1
116.28,1
104.74,1
107.85,1
108.38,1
97.07,1
122.41,1
69.44,1
91.98,1
77.92,1
106.47,1
120.27,1
69.46,1
89.68,1
124.57,1
102.34,1
103.87,1
82.84,1
90.2,1
90.53,1
92.1,1
95.48,1
101.63,1
85.27,1
80.12,1
101.82,1
89.3,1
107.07,1
91.6,1
105.63,1
90.54,1
78,1
89.55,1
84.76,1
107.1,1
114.56,1
104.81,1
113.71,1
100.12,1
94.52,1
105.95,1
90.99,1
112.66,1
90.48,1
119.62,1
94.38,1
103,1
86.22,1
88.86,1
89.05,1
124.61,1
107.21,1
82.98,1
106.47,1
109.19,1
124.05,1
80.18,1
78.83,1
86.74,1
100.29,1
107.08,1
85.18,1
75.39,1
78.99,1
97.35,1
116.62,1
117.42,1
94.69,1
113.37,1
119.37,1
116.48,1
102.5,1
97.61,1
112.73,1
120.33,1
121.83,1
103.54,1
91.1,1
88.16,1
77.5,1
118.53,1
81.72,1
107.38,1
108.67,1
90.79,1
90.27,1
102.38,1
102.57,1
82.45,1
130.55,1
104.76,1
88.62,1
95.54,1
98.52,1
106.07,1
83.58,1
128.39,1
98.37,1
58.91,1
99.65,1
127.19,1
77.06,1
82.12,1
105.54,1
103.47,1
77.44,1
97.48,1
85.29,1
101.17,1
104.68,1
113.97,1
99.11,1
115.53,1
99.23,1
104.32,1
101.11,1
93.38,1
72.09,1
101.98,1
106.81,1
96.67,1
112.14,1
150.54,1
87.62,1
86.4,1
103.32,1
74.27,1
103.17,1
94.93,1
102.04,1
103.82,1
128.51,1
99.91,1
111.75,1
106.31,1
99.33,1
77.5,1
116.78,1
94.3,1
97.44,1
91.62,1
127.71,1
121.64,1
106.62,1
111.94,1
120.84,1
94.39,1
100.64,1
78.03,1
109.72,1
95.34,1
57.51,2
85.37,2
64.62,2
112.46,2
100.77,2
61.65,2
66.01,2
77.98,2
59.84,2
65.1,2
69.57,2
49.18,2
76.35,2
67.07,2
76.41,2
91.87,2
47.02,2
75.83,2
59.56,2
64.82,2
70.1,2
73.03,2
63.63,2
53.74,2
49.53,2
60.08,2
90.22,2
60.99,2
53.77,2
68.07,2
62.55,2
92.21,2
72.26,2
59.92,2
75.65,2
74.71,2
62.57,2
80.04,2
57.53,2
79.22,2
77.94,2
64.14,2
77.51,2
74.84,2
67.49,2
107.33,2
65.46,2
80.4,2
75.86,2
57.68,2
72.66,2
76.14,2
79.29,2
91.54,2
82.16,2
69.41,2
86.13,2
89.88,2
72.05,2
91.05,2
79,2
71.76,2
51.18,2
90.88,2
72.73,2
66.8,2
73.8,2
61.12,2
79.91,2
88.52,2
87.23,2
83.86,2
85.62,2
82.25,2
53.87,2
70.38,2
84.45,2
64.48,2
55.07,2
94.77,2
89.66,2
75.21,2
53.06,2
83.69,2
81.38,2
60.45,2
80.59,2
83.81,2
73.07,2
79.64,2
80.14,2
50.28,2
58.65,2
70.46,2
81.57,2
82.8,2
71.77,2
80.91,2
117.09,2
83.93,2
53.19,2
80.54,2
87.93,2
95.43,2
67.41,2
52.78,2
106.76,2
65.91,2
64.01,2
58.39,2
95.13,2
80.22,2
81.07,2
85.2,2
85.25,2
58.07,2
72.64,2
90.3,2
86.55,2
58.27,2
71.55,2
75.68,2
79.32,2
45.19,2
111.67,2
79.04,2
73.8,2
69.01,2
68.4,2
111.98,2
102.2,2
75.3,2
51.35,2
39.37,2
91,2
56.9,2
58.18,2
81.78,2
80.62,2
80.86,2
89.75,2
64.74,2
97.65,2
34.93,2
112.1,2
56.98,2
75.1,2
54.47,2
76.01,2
76.35,2
66.81,2
88.57,2
50.39,2
60.96,2
73.91,2
80.74,2
95.55,2
70.3,2
116.31,2
90.68,2
57.03,2
83.12,2
60.08,2
62.74,2
53.45,2
78.74,2
91.67,2
78.87,2
74.1,2
58.31,2
103.13,2
61.09,2
52.84,2
46.96,2
49.81,2
67.64,2
78.63,2
80.31,2
100.73,2
80.01,2
71.89,2
87.96,2
100.02,2
84.05,2
71.37,2
67.95,2
72.91,2
65.52,2
87.97,2
78.27,2
62,2
64.12,2
85.48,2
79.39,2
47.37,2
84.73,2
71.25,2
97.85,2
86.63,2
72.91,2
29.25,2
85.33,2
79.57,2
83.57,2
44.04,2
79.89,2
78.59,2
69.25,2
73.52,2
102.92,2
91.3,2
54.45,2
73.17,2
88.69,2
69.98,2
61.99,2
109.12,2
57.36,2
92.44,2
77.32,2
67.12,2
72.62,2
91.28,2
69.64,2
69.2,2
59.65,2
87.49,2
84.07,2
88.37,2
74.33,2
89.61,2
76.29,2
70.14,2
65.35,2
53.09,2
85.68,2
85.29,2
101.46,2
71.81,2
48.95,2
84.67,2
70.65,2
84.13,2
89.02,2
89.78,2
76.79,2
82.11,2
66.21,2
95.75,2
74.38,2
58.53,2
76.74,2
46.06,2
89.54,2
66.34,2
85.26,2
71.29,2
104.98,2
77.66,2
67.36,2
66.53,2
84.08,2
48,2
73.06,2
79.37,2
63.84,2
78.92,2
83.25,2
59.12,2
81.71,2
53.97,2
110.95,2
47.71,2
77.02,2
62.11,2
91.29,2
84.57,2
95.77,2
74.88,2
82.91,2
73.13,2
87.39,2
81.66,2
55.66,2
88.55,2
92.04,2
89.15,2
65.71,2
95.45,2
74.88,2
67.77,2
52.3,2
62.91,2
68.64,2
74.2,2
60.66,2
69.87,2
105.08,2
77.21,2
54.43,2
67.94,2
65.85,2
68.16,2
81.14,2
80.39,2
73.13,2
89.63,2
87.3,2
47.44,2
88.56,2
73.54,2
74.82,2
71.77,2
62.69,2
53.74,2
54.27,2
73,2
95.56,2
68.3,2
71.67,2
68.45,2
90.2,2
50.43,2
73.61,2
